1529666	Bahnhof Grenzau	Bahnhof Grenzau		50.45139	7.65972	S	RSTN	DE		08				0		285	Europe/Berlin	2007-03-21
2038682	Bahnhof Annaburg	Bahnhof Annaburg	Bahnhof Annaburg,Bahnhof Annaburg West	51.72833	13.33361	S	RSTN	DE		14				0		87	Europe/Berlin	2011-12-07
2760454	Zugspitze	Zugspitze	Cugshpitce,Weisskogel,Zugspitze,tsukushupittsu~e shan,Цугшпитце,ツークシュピッツェ山	47.42118	10.98635	T	MT	DE		02				0	2962	2478	Europe/Berlin	2010-08-17
6558290	Tirschenreuth, Stadt	Tirschenreuth, Stadt		49.8789	12.3369	A	ADM4	DE		02	093	09377	09377154	9149		490	Europe/Berlin	2010-11-24
6557938	Renningen, Stadt	Renningen, Stadt		48.7801	8.9321	A	ADM4	DE		01	081	08115	08115041	17259		414	Europe/Berlin	2010-11-24
6547539	Berlin, Stadt	Berlin, Stadt		52.5233	13.41377	A	ADM4	DE		16	00	11000	11000000	3442675		36	Europe/Berlin	2010-11-24
6557373	Göttingen, Stadt	Goettingen, Stadt		51.51297	9.95353	A	ADM4	DE		06	00	03152	03152012	121457		214	Europe/Berlin	2010-11-24
6553132	Bochum, Stadt	Bochum, Stadt		51.48033	7.21828	A	ADM4	DE		07	059	05911	05911000	376319		104	Europe/Berlin	2010-11-24
