DE-294-30	51.4427108
DE-294-37	51.442706
DE-294-60	51.4446701
DE-294-62	51.4646706
DE-294-64	51.4434939
DE-294-65	52.1924788
DE-294-66	51.4424954
DE-294-67	51.4417942
DE-294-68	51.5292133
DE-294-69	51.454475
DE-294-34	51.4426392
DE-294-53	51.4463084
DE-294-42	51.442706
DE-294-23	51.4425054
DE-294-24	51.4509532
DE-294-25	51.4428599
DE-294-26	51.4458649
DE-294-27	51.4430719
DE-294-20	51.4425322
DE-294-48	51.4439847
DE-294-49	51.4461746
DE-294-46	51.4465258
DE-294-47	51.4489275
DE-294-44	51.4421858
DE-294-45	51.4459172
DE-294-28	51.4426473
DE-294-43	51.4443124
DE-294-41	51.4738102
DE-294	51.4451024
DE-294-36	51.442676
DE-294-14	51.4445837
DE-294-9	51.4473168
DE-294-8	51.4447376
DE-294-51	51.4462148
DE-294-7	51.4451054
DE-294-33	51.442589
DE-294-58	51.442579
DE-294-13	51.4443028
DE-294-71	51.445789
DE-294-70	51.4679825
DE-294-59	51.4446212
DE-294-29	51.4442723
DE-294-63	51.4673171
DE-294-11	51.4431326
DE-294-10	51.4435148
DE-294-39	51.4420554
DE-294-38	51.4432257
DE-294-15	51.4448683
DE-294-22	51.4434268
DE-294-17	51.4423502
DE-294-16	51.4439618
DE-294-55	51.4426258
DE-294-32	51.4433126
DE-294-57	51.4441476
DE-294-56	51.4424242
DE-294-61	51.4425522
DE-294-50	51.4463351
DE-294-35	51.4426726
DE-294-52	51.4460376
DE-294-19	51.4896043
DE-294-31	51.363178
DE-294-21	51.4431732
DE-294-18	51.4423034
